"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1969","Sweden","Total","Males","Number","3 959 444",""
"1969","Sweden","Total","Females","Number","3 972 328",""
"1969","United Kingdom","Total","Total","Number","55 337 100",""
"1969","United Kingdom","Total","Males","Number","26 846 000",""
"1969","United Kingdom","Total","Females","Number","28 491 100",""
"1969","Iceland","Total","Total","Number","202 695",""
"1969","Iceland","Total","Males","Number","102 515",""
"1969","Iceland","Total","Females","Number","100 180",""
"1969","Liechtenstein","Total","Total","Number","21 237",""
"1969","Liechtenstein","Total","Males","Number","10 645",""
"1969","Liechtenstein","Total","Females","Number","10 592",""
"1969","Norway","Total","Total","Number","3 832 192",""
"1969","Norway","Total","Males","Number","1 907 136",""
"1969","Norway","Total","Females","Number","1 925 056",""
"1969","Switzerland","Total","Total","Number","6 104 074",""
"1969","Switzerland","Total","Males","Number","2 980 991",""
"1969","Switzerland","Total","Females","Number","3 123 083",""
"1969","Montenegro","Total","Total","Number",":",""
"1969","Montenegro","Total","Males","Number",":",""
"1969","Montenegro","Total","Females","Number",":",""
"1969","North Macedonia","Total","Total","Number","1 589 217",""
"1969","North Macedonia","Total","Males","Number",":",""
"1969","North Macedonia","Total","Females","Number",":",""
"1969","Albania","Total","Total","Number","2 052 778",""
"1969","Albania","Total","Males","Number",":",""
"1969","Albania","Total","Females","Number",":",""
"1969","Serbia","Total","Total","Number",":",""
"1969","Serbia","Total","Males","Number",":",""
"1969","Serbia","Total","Females","Number",":",""
"1969","Turkey","Total","Total","Number","33 961 875",""
"1969","Turkey","Total","Males","Number","17 213 386",""
"1969","Turkey","Total","Females","Number","16 748 489",""
"1969","Andorra","Total","Total","Number",":",""
"1969","Andorra","Total","Males","Number",":",""
"1969","Andorra","Total","Females","Number",":",""
"1969","Belarus","Total","Total","Number",":",""
"1969","Belarus","Total","Males","Number",":",""
"1969","Belarus","Total","Females","Number",":",""
"1969","Bosnia and Herzegovina","Total","Total","Number","3 734 546",""
"1969","Bosnia and Herzegovina","Total","Males","Number",":",""
"1969","Bosnia and Herzegovina","Total","Females","Number",":",""
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1969","Moldova","Total","Total","Number",":",""
"1969","Moldova","Total","Males","Number",":",""
"1969","Moldova","Total","Females","Number",":",""
"1969","Monaco","Total","Total","Number",":",""
"1969","Monaco","Total","Males","Number",":",""
"1969","Monaco","Total","Females","Number",":",""
"1969","Russia","Total","Total","Number",":",""
"1969","Russia","Total","Males","Number",":",""
"1969","Russia","Total","Females","Number",":",""
"1969","San Marino","Total","Total","Number",":",""
"1969","San Marino","Total","Males","Number",":",""
"1969","San Marino","Total","Females","Number",":",""
"1969","Ukraine","Total","Total","Number",":",""
"1969","Ukraine","Total","Males","Number",":",""
"1969","Ukraine","Total","Females","Number",":",""
"1969","Armenia","Total","Total","Number",":",""
"1969","Armenia","Total","Males","Number",":",""
"1969","Armenia","Total","Females","Number",":",""
"1969","Azerbaijan","Total","Total","Number",":",""
"1969","Azerbaijan","Total","Males","Number",":",""
"1969","Azerbaijan","Total","Females","Number",":",""
"1969","Georgia","Total","Total","Number",":",""
"1969","Georgia","Total","Males","Number",":",""
"1969","Georgia","Total","Females","Number",":",""
"1970","Belgium","Total","Total","Number","9 660 154",""
"1970","Belgium","Total","Males","Number","4 729 643",""
"1970","Belgium","Total","Females","Number","4 930 511",""
"1970","Bulgaria","Total","Total","Number","8 464 264",""
"1970","Bulgaria","Total","Males","Number","4 231 424",""
"1970","Bulgaria","Total","Females","Number","4 232 840",""
"1970","Czechia","Total","Total","Number","9 906 474",""
"1970","Czechia","Total","Males","Number","4 804 667",""
"1970","Czechia","Total","Females","Number","5 101 807",""
"1970","Denmark","Total","Total","Number","4 906 916",""
"1970","Denmark","Total","Males","Number","2 432 491",""
"1970","Denmark","Total","Females","Number","2 474 425",""
"1970","Germany including former GDR","Total","Total","Number","78 269 095",""
"1970","Germany including former GDR","Total","Males","Number","37 031 535",""
"1970","Germany including former GDR","Total","Females","Number","41 237 560",""
"1970","Estonia","Total","Total","Number","1 351 640",""
"1970","Estonia","Total","Males","Number","618 455",""
"1970","Estonia","Total","Females","Number","733 185",""
"1970","Ireland","Total","Total","Number","2 943 300",""
"1970","Ireland","Total","Males","Number","1 478 900",""
"1970","Ireland","Total","Females","Number","1 464 400",""
"1970","Greece","Total","Total","Number","8 780 514",""
"1970","Greece","Total","Males","Number","4 284 375",""
"1970","Greece","Total","Females","Number","4 496 139",""
"1970","Spain","Total","Total","Number","33 587 610",""
"1970","Spain","Total","Males","Number","16 414 300",""
"1970","Spain","Total","Females","Number","17 173 310",""
"1970","France","Total","Total","Number",":",""
"1970","France","Total","Males","Number",":",""
"1970","France","Total","Females","Number",":",""
"1970","France (metropolitan)","Total","Total","Number","50 528 219",""
"1970","France (metropolitan)","Total","Males","Number","24 655 523",""
"1970","France (metropolitan)","Total","Females","Number","25 872 696",""
"1970","Croatia","Total","Total","Number","4 403 352",""
"1970","Croatia","Total","Males","Number",":",""
"1970","Croatia","Total","Females","Number",":",""
"1970","Italy","Total","Total","Number","53 685 300",""
"1970","Italy","Total","Males","Number","26 260 000",""
"1970","Italy","Total","Females","Number","27 425 300",""
"1970","Cyprus","Total","Total","Number","612 000",""
"1970","Cyprus","Total","Males","Number","302 000",""
"1970","Cyprus","Total","Females","Number","310 000",""
"1970","Latvia","Total","Total","Number","2 351 903",""
"1970","Latvia","Total","Males","Number","1 073 060",""
"1970","Latvia","Total","Females","Number","1 278 843",""
"1970","Lithuania","Total","Total","Number","3 118 941",""
"1970","Lithuania","Total","Males","Number","1 462 850",""
"1970","Lithuania","Total","Females","Number","1 656 091",""
"1970","Luxembourg","Total","Total","Number","338 507",""
"1970","Luxembourg","Total","Males","Number","166 200",""
"1970","Luxembourg","Total","Females","Number","172 307",""
"1970","Hungary","Total","Total","Number","10 322 099",""
"1970","Hungary","Total","Males","Number","5 003 651",""
"1970","Hungary","Total","Females","Number","5 318 448",""
"1970","Malta","Total","Total","Number","302 500",""
"1970","Malta","Total","Males","Number",":",""
"1970","Malta","Total","Females","Number",":",""
"1970","Netherlands","Total","Total","Number","12 957 621",""
"1970","Netherlands","Total","Males","Number","6 465 081",""
"1970","Netherlands","Total","Females","Number","6 492 540",""
"1970","Austria","Total","Total","Number","7 455 142",""
"1970","Austria","Total","Males","Number","3 510 844",""
"1970","Austria","Total","Females","Number","3 944 298",""
"1970","Poland","Total","Total","Number","32 670 600",""
"1970","Poland","Total","Males","Number","15 877 100",""
"1970","Poland","Total","Females","Number","16 793 500",""
"1970","Portugal","Total","Total","Number","8 697 610",""
"1970","Portugal","Total","Males","Number","4 158 040",""
"1970","Portugal","Total","Females","Number","4 539 570",""
"1970","Romania","Total","Total","Number","20 139 603",""
"1970","Romania","Total","Males","Number","9 885 935",""
"1970","Romania","Total","Females","Number","10 253 668",""
"1970","Slovenia","Total","Total","Number","1 717 995",""
"1970","Slovenia","Total","Males","Number","823 854",""
"1970","Slovenia","Total","Females","Number","894 141",""
"1970","Slovakia","Total","Total","Number","4 536 555",""
"1970","Slovakia","Total","Males","Number","2 240 915",""
"1970","Slovakia","Total","Females","Number","2 295 640",""
"1970","Finland","Total","Total","Number","4 614 277",""
"1970","Finland","Total","Males","Number","2 230 217",""
"1970","Finland","Total","Females","Number","2 384 060",""
"1970","Sweden","Total","Total","Number","8 004 371",""
"1970","Sweden","Total","Males","Number","3 996 569",""
"1970","Sweden","Total","Females","Number","4 007 802",""
"1970","United Kingdom","Total","Total","Number","55 546 400",""
"1970","United Kingdom","Total","Males","Number","26 949 600",""
"1970","United Kingdom","Total","Females","Number","28 596 800",""
"1970","Iceland","Total","Total","Number","204 042",""
"1970","Iceland","Total","Males","Number","103 156",""
"1970","Iceland","Total","Females","Number","100 886",""
"1970","Liechtenstein","Total","Total","Number","20 930",""
"1970","Liechtenstein","Total","Males","Number","10 059",""
"1970","Liechtenstein","Total","Females","Number","10 871",""
"1970","Norway","Total","Total","Number","3 863 221",""
"1970","Norway","Total","Males","Number","1 922 037",""
"1970","Norway","Total","Females","Number","1 941 184",""
"1970","Switzerland","Total","Total","Number","6 168 700",""
"1970","Switzerland","Total","Males","Number","3 013 995",""
"1970","Switzerland","Total","Females","Number","3 154 705",""
"1970","Montenegro","Total","Total","Number",":",""
"1970","Montenegro","Total","Males","Number",":",""
"1970","Montenegro","Total","Females","Number",":",""
"1970","North Macedonia","Total","Total","Number","1 616 769",""
"1970","North Macedonia","Total","Males","Number",":",""
"1970","North Macedonia","Total","Females","Number",":",""
"1970","Albania","Total","Total","Number","2 110 612",""
"1970","Albania","Total","Males","Number",":",""
"1970","Albania","Total","Females","Number",":",""
"1970","Serbia","Total","Total","Number",":",""
"1970","Serbia","Total","Males","Number",":",""
"1970","Serbia","Total","Females","Number",":",""
"1970","Turkey","Total","Total","Number","34 880 611",""
"1970","Turkey","Total","Males","Number","17 662 496",""
"1970","Turkey","Total","Females","Number","17 218 115",""
"1970","Andorra","Total","Total","Number",":",""
"1970","Andorra","Total","Males","Number",":",""
"1970","Andorra","Total","Females","Number",":",""
"1970","Belarus","Total","Total","Number",":",""
"1970","Belarus","Total","Males","Number",":",""
"1970","Belarus","Total","Females","Number",":",""
"1970","Bosnia and Herzegovina","Total","Total","Number","3 685 694",""
"1970","Bosnia and Herzegovina","Total","Males","Number",":",""
"1970","Bosnia and Herzegovina","Total","Females","Number",":",""
"1970","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1970","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1970","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1970","Moldova","Total","Total","Number",":",""
"1970","Moldova","Total","Males","Number",":",""
"1970","Moldova","Total","Females","Number",":",""
"1970","Monaco","Total","Total","Number",":",""
"1970","Monaco","Total","Males","Number",":",""
"1970","Monaco","Total","Females","Number",":",""
"1970","Russia","Total","Total","Number",":",""
"1970","Russia","Total","Males","Number",":",""
"1970","Russia","Total","Females","Number",":",""
"1970","San Marino","Total","Total","Number",":",""
"1970","San Marino","Total","Males","Number",":",""
"1970","San Marino","Total","Females","Number",":",""
"1970","Ukraine","Total","Total","Number",":",""
"1970","Ukraine","Total","Males","Number",":",""
"1970","Ukraine","Total","Females","Number",":",""
"1970","Armenia","Total","Total","Number",":",""
"1970","Armenia","Total","Males","Number",":",""
"1970","Armenia","Total","Females","Number",":",""
"1970","Azerbaijan","Total","Total","Number",":",""
"1970","Azerbaijan","Total","Males","Number",":",""
"1970","Azerbaijan","Total","Females","Number",":",""
"1970","Georgia","Total","Total","Number",":",""
"1970","Georgia","Total","Males","Number",":",""
"1970","Georgia","Total","Females","Number",":",""
"1971","Belgium","Total","Total","Number","9 650 944",""
"1971","Belgium","Total","Males","Number","4 721 866",""
"1971","Belgium","Total","Females","Number","4 929 078",""
"1971","Bulgaria","Total","Total","Number","8 514 883",""
"1971","Bulgaria","Total","Males","Number","4 256 570",""
"1971","Bulgaria","Total","Females","Number","4 258 313",""
"1971","Czechia","Total","Total","Number","9 809 667",""
"1971","Czechia","Total","Males","Number","4 750 499",""
"1971","Czechia","Total","Females","Number","5 059 168",""
"1971","Denmark","Total","Total","Number","4 950 598",""
"1971","Denmark","Total","Males","Number","2 459 814",""
"1971","Denmark","Total","Females","Number","2 490 784",""
"1971","Germany including former GDR","Total","Total","Number","78 069 482",""
"1971","Germany including former GDR","Total","Males","Number","36 936 886",""
"1971","Germany including former GDR","Total","Females","Number","41 132 596",""
"1971","Estonia","Total","Total","Number","1 368 511",""
"1971","Estonia","Total","Males","Number","626 720",""
"1971","Estonia","Total","Females","Number","741 791",""
"1971","Ireland","Total","Total","Number","2 971 200",""
"1971","Ireland","Total","Males","Number","1 492 300",""
"1971","Ireland","Total","Females","Number","1 478 900",""
"1971","Greece","Total","Total","Number","8 805 098",""
"1971","Greece","Total","Males","Number","4 304 531",""
"1971","Greece","Total","Females","Number","4 500 567",""
"1971","Spain","Total","Total","Number","34 040 642",""
"1971","Spain","Total","Males","Number","16 641 744",""
"1971","Spain","Total","Females","Number","17 398 898",""
"1971","France","Total","Total","Number",":",""
"1971","France","Total","Males","Number",":",""
"1971","France","Total","Females","Number",":",""
"1971","France (metropolitan)","Total","Total","Number","51 016 234",""
"1971","France (metropolitan)","Total","Males","Number","24 929 367",""
"1971","France (metropolitan)","Total","Females","Number","26 086 867",""
"1971","Croatia","Total","Total","Number","4 421 151",""
"1971","Croatia","Total","Males","Number",":",""
"1971","Croatia","Total","Females","Number",":",""
"1971","Italy","Total","Total","Number","53 958 400",""
"1971","Italy","Total","Males","Number","26 390 700",""
"1971","Italy","Total","Females","Number","27 567 700",""
"1971","Cyprus","Total","Total","Number","616 900",""
"1971","Cyprus","Total","Males","Number","304 000",""
"1971","Cyprus","Total","Females","Number","312 900",""
"1971","Latvia","Total","Total","Number","2 366 424",""
"1971","Latvia","Total","Males","Number","1 081 058",""
"1971","Latvia","Total","Females","Number","1 285 366",""
"1971","Lithuania","Total","Total","Number","3 160 437",""
"1971","Lithuania","Total","Males","Number","1 483 801",""
"1971","Lithuania","Total","Females","Number","1 676 636",""
"1971","Luxembourg","Total","Total","Number","339 841",""
"1971","Luxembourg","Total","Males","Number","166 550",""
"1971","Luxembourg","Total","Females","Number","173 291",""
"1971","Hungary","Total","Total","Number","10 353 721",""
"1971","Hungary","Total","Males","Number","5 019 472",""
"1971","Hungary","Total","Females","Number","5 334 249",""
"1971","Malta","Total","Total","Number","302 800",""
"1971","Malta","Total","Males","Number",":",""
"1971","Malta","Total","Females","Number",":",""
"1971","Netherlands","Total","Total","Number","13 119 430",""
"1971","Netherlands","Total","Males","Number","6 549 696",""
"1971","Netherlands","Total","Females","Number","6 569 734",""
"1971","Austria","Total","Total","Number","7 479 030",""
"1971","Austria","Total","Males","Number","3 525 203",""
"1971","Austria","Total","Females","Number","3 953 827",""
"1971","Poland","Total","Total","Number","32 658 000",""
"1971","Poland","Total","Males","Number",":",""
"1971","Poland","Total","Females","Number",":",""
"1971","Portugal","Total","Total","Number","8 663 252",""
"1971","Portugal","Total","Males","Number","4 109 360",""
"1971","Portugal","Total","Females","Number","4 553 892",""
"1971","Romania","Total","Total","Number","20 361 192",""
"1971","Romania","Total","Males","Number","10 000 197",""
"1971","Romania","Total","Females","Number","10 360 995",""
"1971","Slovenia","Total","Total","Number","1 731 787",""
"1971","Slovenia","Total","Males","Number",":",""
"1971","Slovenia","Total","Females","Number",":",""
"1971","Slovakia","Total","Total","Number","4 539 890",""
"1971","Slovakia","Total","Males","Number","2 240 386",""
"1971","Slovakia","Total","Females","Number","2 299 504",""
"1971","Finland","Total","Total","Number","4 598 336",""
"1971","Finland","Total","Males","Number","2 219 985",""
"1971","Finland","Total","Females","Number","2 378 351",""
"1971","Sweden","Total","Total","Number","8 081 230",""
"1971","Sweden","Total","Males","Number","4 035 806",""
"1971","Sweden","Total","Females","Number","4 045 424",""
"1971","United Kingdom","Total","Total","Number","55 780 100",""
"1971","United Kingdom","Total","Males","Number","27 079 400",""
"1971","United Kingdom","Total","Females","Number","28 700 700",""
"1971","Iceland","Total","Total","Number","204 834",""
"1971","Iceland","Total","Males","Number","103 566",""
"1971","Iceland","Total","Females","Number","101 268",""
"1971","Liechtenstein","Total","Total","Number","21 350",""
"1971","Liechtenstein","Total","Males","Number","10 616",""
"1971","Liechtenstein","Total","Females","Number","10 734",""
"1971","Norway","Total","Total","Number","3 888 305",""
"1971","Norway","Total","Males","Number","1 933 700",""
"1971","Norway","Total","Females","Number","1 954 605",""
"1971","Switzerland","Total","Total","Number","6 193 054",""
"1971","Switzerland","Total","Males","Number","3 025 330",""
"1971","Switzerland","Total","Females","Number","3 167 724",""
"1971","Montenegro","Total","Total","Number",":",""
"1971","Montenegro","Total","Males","Number",":",""
"1971","Montenegro","Total","Females","Number",":",""
"1971","North Macedonia","Total","Total","Number","1 641 353",""
"1971","North Macedonia","Total","Males","Number",":",""
"1971","North Macedonia","Total","Females","Number",":",""
"1971","Albania","Total","Total","Number","2 160 345",""
"1971","Albania","Total","Males","Number",":",""
"1971","Albania","Total","Females","Number",":",""
"1971","Serbia","Total","Total","Number",":",""
"1971","Serbia","Total","Males","Number",":",""
"1971","Serbia","Total","Females","Number",":",""
"1971","Turkey","Total","Total","Number","35 707 058",""
"1971","Turkey","Total","Males","Number","18 121 556",""
"1971","Turkey","Total","Females","Number","17 585 502",""
"1971","Andorra","Total","Total","Number",":",""
"1971","Andorra","Total","Males","Number",":",""
"1971","Andorra","Total","Females","Number",":",""
"1971","Belarus","Total","Total","Number",":",""
"1971","Belarus","Total","Males","Number",":",""
"1971","Belarus","Total","Females","Number",":",""
"1971","Bosnia and Herzegovina","Total","Total","Number","3 731 216",""
"1971","Bosnia and Herzegovina","Total","Males","Number",":",""
"1971","Bosnia and Herzegovina","Total","Females","Number",":",""
"1971","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1971","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1971","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1971","Moldova","Total","Total","Number",":",""
"1971","Moldova","Total","Males","Number",":",""
"1971","Moldova","Total","Females","Number",":",""
"1971","Monaco","Total","Total","Number",":",""
"1971","Monaco","Total","Males","Number",":",""
"1971","Monaco","Total","Females","Number",":",""
"1971","Russia","Total","Total","Number",":",""
"1971","Russia","Total","Males","Number",":",""
"1971","Russia","Total","Females","Number",":",""
"1971","San Marino","Total","Total","Number",":",""
"1971","San Marino","Total","Males","Number",":",""
"1971","San Marino","Total","Females","Number",":",""
"1971","Ukraine","Total","Total","Number",":",""
"1971","Ukraine","Total","Males","Number",":",""
"1971","Ukraine","Total","Females","Number",":",""
"1971","Armenia","Total","Total","Number",":",""
"1971","Armenia","Total","Males","Number",":",""
"1971","Armenia","Total","Females","Number",":",""
"1971","Azerbaijan","Total","Total","Number",":",""
"1971","Azerbaijan","Total","Males","Number",":",""
"1971","Azerbaijan","Total","Females","Number",":",""
"1971","Georgia","Total","Total","Number",":",""
"1971","Georgia","Total","Males","Number",":",""
"1971","Georgia","Total","Females","Number",":",""
"1972","Belgium","Total","Total","Number","9 695 379",""
"1972","Belgium","Total","Males","Number","4 744 663",""
"1972","Belgium","Total","Females","Number","4 950 716",""
"1972","Bulgaria","Total","Total","Number","8 557 906",""
"1972","Bulgaria","Total","Males","Number","4 276 976",""
"1972","Bulgaria","Total","Females","Number","4 280 930",""
"1972","Czechia","Total","Total","Number","9 843 962",""
"1972","Czechia","Total","Males","Number","4 766 621",""
"1972","Czechia","Total","Females","Number","5 077 341",""
"1972","Denmark","Total","Total","Number","4 975 653",""
"1972","Denmark","Total","Males","Number","2 470 193",""
"1972","Denmark","Total","Females","Number","2 505 460",""
"1972","Germany including former GDR","Total","Total","Number","78 556 202",""
"1972","Germany including former GDR","Total","Males","Number","37 240 400",""
"1972","Germany including former GDR","Total","Females","Number","41 315 802",""
"1972","Estonia","Total","Total","Number","1 385 399",""
"1972","Estonia","Total","Males","Number","635 786",""
"1972","Estonia","Total","Females","Number","749 613",""
"1972","Ireland","Total","Total","Number","3 012 900",""
"1972","Ireland","Total","Males","Number","1 513 300",""
"1972","Ireland","Total","Females","Number","1 499 600",""
"1972","Greece","Total","Total","Number","8 856 974",""
"1972","Greece","Total","Males","Number","4 333 473",""
"1972","Greece","Total","Females","Number","4 523 501",""
"1972","Spain","Total","Total","Number","34 408 338",""
"1972","Spain","Total","Males","Number","16 827 942",""
"1972","Spain","Total","Females","Number","17 580 396",""
"1972","France","Total","Total","Number",":",""
"1972","France","Total","Males","Number",":",""
"1972","France","Total","Females","Number",":",""
"1972","France (metropolitan)","Total","Total","Number","51 485 953",""
"1972","France (metropolitan)","Total","Males","Number","25 178 582",""
"1972","France (metropolitan)","Total","Females","Number","26 307 371",""
"1972","Croatia","Total","Total","Number","4 441 399",""
"1972","Croatia","Total","Males","Number",":",""
"1972","Croatia","Total","Females","Number",":",""
"1972","Italy","Total","Total","Number","54 188 579",""
"1972","Italy","Total","Males","Number","26 499 055",""
"1972","Italy","Total","Females","Number","27 689 524",""
"1972","Cyprus","Total","Total","Number","623 100",""
"1972","Cyprus","Total","Males","Number","306 000",""
"1972","Cyprus","Total","Females","Number","317 100",""
"1972","Latvia","Total","Total","Number","2 386 353",""
"1972","Latvia","Total","Males","Number","1 093 347",""
"1972","Latvia","Total","Females","Number","1 293 006",""
"1972","Lithuania","Total","Total","Number","3 197 645",""
"1972","Lithuania","Total","Males","Number","1 502 895",""
"1972","Lithuania","Total","Females","Number","1 694 750",""
"1972","Luxembourg","Total","Total","Number","345 000",""
"1972","Luxembourg","Total","Males","Number","169 773",""
"1972","Luxembourg","Total","Females","Number","175 227",""
"1972","Hungary","Total","Total","Number","10 381 352",""
"1972","Hungary","Total","Males","Number","5 032 776",""
"1972","Hungary","Total","Females","Number","5 348 576",""
"1972","Malta","Total","Total","Number",":",""
"1972","Malta","Total","Males","Number",":",""
"1972","Malta","Total","Females","Number",":",""
"1972","Netherlands","Total","Total","Number","13 269 563",""
"1972","Netherlands","Total","Males","Number","6 624 210",""
"1972","Netherlands","Total","Females","Number","6 645 353",""
"1972","Austria","Total","Total","Number","7 521 933",""
"1972","Austria","Total","Males","Number","3 549 863",""
"1972","Austria","Total","Females","Number","3 972 070",""
"1972","Poland","Total","Total","Number","32 909 000",""
"1972","Poland","Total","Males","Number",":",""
"1972","Poland","Total","Females","Number",":",""
"1972","Portugal","Total","Total","Number","8 624 260",""
"1972","Portugal","Total","Males","Number","4 077 890",""
"1972","Portugal","Total","Females","Number","4 546 370",""
"1972","Romania","Total","Total","Number","20 561 942",""
"1972","Romania","Total","Males","Number","10 103 677",""
"1972","Romania","Total","Females","Number","10 458 265",""
"1972","Slovenia","Total","Total","Number","1 744 882",""
"1972","Slovenia","Total","Males","Number",":",""
"1972","Slovenia","Total","Females","Number",":",""
"1972","Slovakia","Total","Total","Number","4 575 007",""
"1972","Slovakia","Total","Males","Number","2 256 758",""
"1972","Slovakia","Total","Females","Number","2 318 249",""
"1972","Finland","Total","Total","Number","4 625 912",""
"1972","Finland","Total","Males","Number","2 234 037",""
"1972","Finland","Total","Females","Number","2 391 875",""
"1972","Sweden","Total","Total","Number","8 115 438",""
"1972","Sweden","Total","Males","Number","4 048 703",""
"1972","Sweden","Total","Females","Number","4 066 735",""
"1972","United Kingdom","Total","Total","Number","56 012 345",""
"1972","United Kingdom","Total","Males","Number","27 213 366",""
"1972","United Kingdom","Total","Females","Number","28 798 979",""
"1972","Iceland","Total","Total","Number","207 361",""
"1972","Iceland","Total","Males","Number","104 793",""
"1972","Iceland","Total","Females","Number","102 568",""
"1972","Liechtenstein","Total","Total","Number","21 850",""
"1972","Liechtenstein","Total","Males","Number","10 859",""
"1972","Liechtenstein","Total","Females","Number","10 991",""
"1972","Norway","Total","Total","Number","3 917 773",""
"1972","Norway","Total","Males","Number","1 948 379",""
"1972","Norway","Total","Females","Number","1 969 394",""
"1972","Switzerland","Total","Total","Number","6 233 744",""
"1972","Switzerland","Total","Males","Number","3 045 356",""
"1972","Switzerland","Total","Females","Number","3 188 388",""
"1972","Montenegro","Total","Total","Number",":",""
"1972","Montenegro","Total","Males","Number",":",""
"1972","Montenegro","Total","Females","Number",":",""
"1972","North Macedonia","Total","Total","Number","1 666 798",""
"1972","North Macedonia","Total","Males","Number",":",""
"1972","North Macedonia","Total","Females","Number",":",""
"1972","Albania","Total","Total","Number","2 215 361",""
"1972","Albania","Total","Males","Number",":",""
"1972","Albania","Total","Females","Number",":",""
"1972","Serbia","Total","Total","Number",":",""
"1972","Serbia","Total","Males","Number",":",""
"1972","Serbia","Total","Females","Number",":",""
"1972","Turkey","Total","Total","Number","36 582 215",""
"1972","Turkey","Total","Males","Number","18 610 044",""
"1972","Turkey","Total","Females","Number","17 972 171",""
"1972","Andorra","Total","Total","Number",":",""
"1972","Andorra","Total","Males","Number",":",""
"1972","Andorra","Total","Females","Number",":",""
"1972","Belarus","Total","Total","Number",":",""
"1972","Belarus","Total","Males","Number",":",""
"1972","Belarus","Total","Females","Number",":",""
"1972","Bosnia and Herzegovina","Total","Total","Number","3 789 131",""
"1972","Bosnia and Herzegovina","Total","Males","Number",":",""
"1972","Bosnia and Herzegovina","Total","Females","Number",":",""
"1972","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1972","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1972","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1972","Moldova","Total","Total","Number",":",""
"1972","Moldova","Total","Males","Number",":",""
"1972","Moldova","Total","Females","Number",":",""
"1972","Monaco","Total","Total","Number",":",""
"1972","Monaco","Total","Males","Number",":",""
"1972","Monaco","Total","Females","Number",":",""
"1972","Russia","Total","Total","Number",":",""
"1972","Russia","Total","Males","Number",":",""
"1972","Russia","Total","Females","Number",":",""
"1972","San Marino","Total","Total","Number",":",""
"1972","San Marino","Total","Males","Number",":",""
"1972","San Marino","Total","Females","Number",":",""
"1972","Ukraine","Total","Total","Number",":",""
"1972","Ukraine","Total","Males","Number",":",""
"1972","Ukraine","Total","Females","Number",":",""
"1972","Armenia","Total","Total","Number",":",""
"1972","Armenia","Total","Males","Number",":",""
"1972","Armenia","Total","Females","Number",":",""
"1972","Azerbaijan","Total","Total","Number",":",""
"1972","Azerbaijan","Total","Males","Number",":",""
"1972","Azerbaijan","Total","Females","Number",":",""
"1972","Georgia","Total","Total","Number",":",""
"1972","Georgia","Total","Males","Number",":",""
"1972","Georgia","Total","Females","Number",":",""
"1973","Belgium","Total","Total","Number","9 726 850",""
"1973","Belgium","Total","Males","Number","4 759 930",""
"1973","Belgium","Total","Females","Number","4 966 920",""
"1973","Bulgaria","Total","Total","Number","8 594 493",""
"1973","Bulgaria","Total","Males","Number","4 294 440",""
"1973","Bulgaria","Total","Females","Number","4 300 053",""
"1973","Czechia","Total","Total","Number","9 891 302",""
"1973","Czechia","Total","Males","Number","4 790 087",""
"1973","Czechia","Total","Females","Number","5 101 215",""
"1973","Denmark","Total","Total","Number","5 007 538",""
"1973","Denmark","Total","Males","Number","2 484 811",""
"1973","Denmark","Total","Females","Number","2 522 727",""
"1973","Germany including former GDR","Total","Total","Number","78 820 701",""
"1973","Germany including former GDR","Total","Males","Number","37 399 813",""
"1973","Germany including former GDR","Total","Females","Number","41 420 888",""
"1973","Estonia","Total","Total","Number","1 399 637",""
"1973","Estonia","Total","Males","Number","643 439",""
"1973","Estonia","Total","Females","Number","756 198",""
"1973","Ireland","Total","Total","Number","3 060 800",""
"1973","Ireland","Total","Males","Number","1 537 500",""
"1973","Ireland","Total","Females","Number","1 523 300",""
"1973","Greece","Total","Total","Number","8 920 282",""
"1973","Greece","Total","Males","Number","4 363 909",""
"1973","Greece","Total","Females","Number","4 556 373",""
"1973","Spain","Total","Total","Number","34 800 600",""
"1973","Spain","Total","Males","Number","17 027 972",""
"1973","Spain","Total","Females","Number","17 772 628",""
"1973","France","Total","Total","Number",":",""
"1973","France","Total","Males","Number",":",""
"1973","France","Total","Females","Number",":",""
"1973","France (metropolitan)","Total","Total","Number","51 915 873",""
"1973","France (metropolitan)","Total","Males","Number","25 407 042",""
"1973","France (metropolitan)","Total","Females","Number","26 508 831",""
"1973","Croatia","Total","Total","Number","4 459 729",""
"1973","Croatia","Total","Males","Number",":",""
