"TIME","GEO","MONTH","UNIT","Value"
"1973","Turkey","Total","Number",":"
"1973","Andorra","Total","Number",":"
"1973","Belarus","Total","Number",":"
"1973","Bosnia and Herzegovina","Total","Number","77 896"
"1973","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1973","Moldova","Total","Number",":"
"1973","Monaco","Total","Number",":"
"1973","Russia","Total","Number",":"
"1973","San Marino","Total","Number",":"
"1973","Ukraine","Total","Number",":"
"1973","Armenia","Total","Number",":"
"1973","Azerbaijan","Total","Number",":"
"1973","Georgia","Total","Number",":"
"1974","Belgium","Total","Number","123 674"
"1974","Bulgaria","Total","Number","149 196"
"1974","Czechia","Total","Number","194 215"
"1974","Denmark","Total","Number","71 327"
"1974","Germany including former GDR","Total","Number","805 500"
"1974","Estonia","Total","Number","21 461"
"1974","Ireland","Total","Number","68 907"
"1974","Greece","Total","Number","144 096"
"1974","Spain","Total","Number","688 398"
"1974","France","Total","Number",":"
"1974","France (metropolitan)","Total","Number","799 217"
"1974","Croatia","Total","Number","67 251"
"1974","Italy","Total","Number","868 882"
"1974","Cyprus","Total","Number","8 593"
"1974","Latvia","Total","Number","34 920"
"1974","Lithuania","Total","Number","51 941"
"1974","Luxembourg","Total","Number","3 925"
"1974","Hungary","Total","Number","186 288"
"1974","Malta","Total","Number","5 440"
"1974","Netherlands","Total","Number","185 982"
"1974","Austria","Total","Number","97 430"
"1974","Poland","Total","Number","623 650"
"1974","Portugal","Total","Number","171 979"
"1974","Romania","Total","Number","427 732"
"1974","Slovenia","Total","Number","28 625"
"1974","Slovakia","Total","Number","97 585"
"1974","Finland","Total","Number","62 472"
"1974","Sweden","Total","Number","109 874"
"1974","United Kingdom","Total","Number","737 138"
"1974","Iceland","Total","Number","4 276"
"1974","Liechtenstein","Total","Number","326"
"1974","Norway","Total","Number","59 603"
"1974","Switzerland","Total","Number","84 507"
"1974","Montenegro","Total","Number",":"
"1974","North Macedonia","Total","Number","38 383"
"1974","Albania","Total","Number","71 862"
"1974","Serbia","Total","Number",":"
"1974","Turkey","Total","Number",":"
"1974","Andorra","Total","Number",":"
"1974","Belarus","Total","Number",":"
"1974","Bosnia and Herzegovina","Total","Number","77 833"
"1974","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1974","Moldova","Total","Number",":"
"1974","Monaco","Total","Number",":"
"1974","Russia","Total","Number",":"
"1974","San Marino","Total","Number",":"
"1974","Ukraine","Total","Number",":"
"1974","Armenia","Total","Number",":"
"1974","Azerbaijan","Total","Number",":"
"1974","Georgia","Total","Number",":"
"1975","Belgium","Total","Number","119 693"
"1975","Bulgaria","Total","Number","144 668"
"1975","Czechia","Total","Number","191 776"
"1975","Denmark","Total","Number","72 071"
"1975","Germany including former GDR","Total","Number","782 310"
"1975","Estonia","Total","Number","21 360"
"1975","Ireland","Total","Number","67 178"
"1975","Greece","Total","Number","142 295"
"1975","Spain","Total","Number","669 378"
"1975","France","Total","Number",":"
"1975","France (metropolitan)","Total","Number","745 065"
"1975","Croatia","Total","Number","67 016"
"1975","Italy","Total","Number","827 852"
"1975","Cyprus","Total","Number","8 040"
"1975","Latvia","Total","Number","34 810"
"1975","Lithuania","Total","Number","51 766"
"1975","Luxembourg","Total","Number","3 982"
"1975","Hungary","Total","Number","194 240"
"1975","Malta","Total","Number","5 724"
"1975","Netherlands","Total","Number","177 876"
"1975","Austria","Total","Number","93 757"
"1975","Poland","Total","Number","646 381"
"1975","Portugal","Total","Number","179 648"
"1975","Romania","Total","Number","418 185"
"1975","Slovenia","Total","Number","29 786"
"1975","Slovakia","Total","Number","97 649"
"1975","Finland","Total","Number","65 719"
"1975","Sweden","Total","Number","103 632"
"1975","United Kingdom","Total","Number","697 518"
"1975","Iceland","Total","Number","4 384"
"1975","Liechtenstein","Total","Number","306"
"1975","Norway","Total","Number","56 345"
"1975","Switzerland","Total","Number","78 464"
"1975","Montenegro","Total","Number",":"
"1975","North Macedonia","Total","Number","39 579"
"1975","Albania","Total","Number","70 688"
"1975","Serbia","Total","Number",":"
"1975","Turkey","Total","Number",":"
"1975","Andorra","Total","Number",":"
"1975","Belarus","Total","Number",":"
"1975","Bosnia and Herzegovina","Total","Number","78 844"
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1975","Moldova","Total","Number",":"
"1975","Monaco","Total","Number",":"
"1975","Russia","Total","Number",":"
"1975","San Marino","Total","Number",":"
"1975","Ukraine","Total","Number",":"
"1975","Armenia","Total","Number",":"
"1975","Azerbaijan","Total","Number",":"
"1975","Georgia","Total","Number",":"
"1976","Belgium","Total","Number","121 034"
"1976","Bulgaria","Total","Number","144 929"
"1976","Czechia","Total","Number","187 378"
"1976","Denmark","Total","Number","65 267"
"1976","Germany including former GDR","Total","Number","798 334"
"1976","Estonia","Total","Number","21 801"
"1976","Ireland","Total","Number","67 718"
"1976","Greece","Total","Number","146 582"
"1976","Spain","Total","Number","677 456"
"1976","France","Total","Number",":"
"1976","France (metropolitan)","Total","Number","720 395"
"1976","Croatia","Total","Number","67 054"
"1976","Italy","Total","Number","781 638"
"1976","Cyprus","Total","Number","9 295"
"1976","Latvia","Total","Number","34 644"
"1976","Lithuania","Total","Number","52 296"
"1976","Luxembourg","Total","Number","3 915"
"1976","Hungary","Total","Number","185 405"
"1976","Malta","Total","Number","5 696"
"1976","Netherlands","Total","Number","177 090"
"1976","Austria","Total","Number","87 446"
"1976","Poland","Total","Number","672 864"
"1976","Portugal","Total","Number","186 712"
"1976","Romania","Total","Number","417 353"
"1976","Slovenia","Total","Number","30 339"
"1976","Slovakia","Total","Number","99 814"
"1976","Finland","Total","Number","66 846"
"1976","Sweden","Total","Number","98 345"
"1976","United Kingdom","Total","Number","675 526"
"1976","Iceland","Total","Number","4 291"
"1976","Liechtenstein","Total","Number","347"
"1976","Norway","Total","Number","53 474"
"1976","Switzerland","Total","Number","74 199"
"1976","Montenegro","Total","Number",":"
"1976","North Macedonia","Total","Number","39 810"
"1976","Albania","Total","Number","70 510"
"1976","Serbia","Total","Number",":"
"1976","Turkey","Total","Number",":"
"1976","Andorra","Total","Number",":"
"1976","Belarus","Total","Number",":"
"1976","Bosnia and Herzegovina","Total","Number","79 061"
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1976","Moldova","Total","Number",":"
"1976","Monaco","Total","Number",":"
"1976","Russia","Total","Number",":"
"1976","San Marino","Total","Number",":"
"1976","Ukraine","Total","Number",":"
"1976","Armenia","Total","Number",":"
"1976","Azerbaijan","Total","Number",":"
"1976","Georgia","Total","Number",":"
"1977","Belgium","Total","Number","121 852"
"1977","Bulgaria","Total","Number","141 702"
"1977","Czechia","Total","Number","181 763"
"1977","Denmark","Total","Number","61 878"
"1977","Germany including former GDR","Total","Number","805 496"
"1977","Estonia","Total","Number","21 977"
"1977","Ireland","Total","Number","68 892"
"1977","Greece","Total","Number","143 757"
"1977","Spain","Total","Number","656 357"
"1977","France","Total","Number",":"
"1977","France (metropolitan)","Total","Number","744 744"
"1977","Croatia","Total","Number","68 035"
"1977","Italy","Total","Number","741 103"
"1977","Cyprus","Total","Number","9 108"
"1977","Latvia","Total","Number","34 240"
"1977","Lithuania","Total","Number","52 166"
"1977","Luxembourg","Total","Number","4 053"
"1977","Hungary","Total","Number","177 574"
"1977","Malta","Total","Number","5 793"
"1977","Netherlands","Total","Number","173 296"
"1977","Austria","Total","Number","85 595"
"1977","Poland","Total","Number","665 221"
"1977","Portugal","Total","Number","181 064"
"1977","Romania","Total","Number","423 958"
"1977","Slovenia","Total","Number","29 904"
"1977","Slovakia","Total","Number","99 533"
"1977","Finland","Total","Number","65 659"
"1977","Sweden","Total","Number","96 057"
"1977","United Kingdom","Total","Number","657 038"
"1977","Iceland","Total","Number","3 996"
"1977","Liechtenstein","Total","Number","309"
"1977","Norway","Total","Number","50 877"
"1977","Switzerland","Total","Number","72 829"
"1977","Montenegro","Total","Number",":"
"1977","North Macedonia","Total","Number","38 930"
"1977","Albania","Total","Number","73 439"
"1977","Serbia","Total","Number",":"
"1977","Turkey","Total","Number",":"
"1977","Andorra","Total","Number",":"
"1977","Belarus","Total","Number",":"
"1977","Bosnia and Herzegovina","Total","Number","75 669"
"1977","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1977","Moldova","Total","Number",":"
"1977","Monaco","Total","Number",":"
"1977","Russia","Total","Number",":"
"1977","San Marino","Total","Number",":"
"1977","Ukraine","Total","Number",":"
"1977","Armenia","Total","Number",":"
"1977","Azerbaijan","Total","Number",":"
"1977","Georgia","Total","Number",":"
"1978","Belgium","Total","Number","122 592"
"1978","Bulgaria","Total","Number","136 442"
"1978","Czechia","Total","Number","178 901"
"1978","Denmark","Total","Number","62 036"
"1978","Germany including former GDR","Total","Number","808 619"
"1978","Estonia","Total","Number","21 842"
"1978","Ireland","Total","Number","70 299"
"1978","Greece","Total","Number","146 604"
"1978","Spain","Total","Number","636 892"
"1978","France","Total","Number",":"
"1978","France (metropolitan)","Total","Number","737 062"
"1978","Croatia","Total","Number","68 704"
"1978","Italy","Total","Number","709 043"
"1978","Cyprus","Total","Number","9 382"
"1978","Latvia","Total","Number","34 258"
"1978","Lithuania","Total","Number","51 821"
"1978","Luxembourg","Total","Number","4 072"
"1978","Hungary","Total","Number","168 160"
"1978","Malta","Total","Number","5 641"
"1978","Netherlands","Total","Number","175 550"
"1978","Austria","Total","Number","85 402"
"1978","Poland","Total","Number","669 312"
"1978","Portugal","Total","Number","167 467"
"1978","Romania","Total","Number","416 598"
"1978","Slovenia","Total","Number","30 354"
"1978","Slovakia","Total","Number","100 193"
"1978","Finland","Total","Number","63 983"
"1978","Sweden","Total","Number","93 248"
"1978","United Kingdom","Total","Number","686 952"
"1978","Iceland","Total","Number","4 162"
"1978","Liechtenstein","Total","Number","313"
"1978","Norway","Total","Number","51 749"
"1978","Switzerland","Total","Number","71 375"
"1978","Montenegro","Total","Number",":"
"1978","North Macedonia","Total","Number","38 790"
"1978","Albania","Total","Number","70 594"
"1978","Serbia","Total","Number",":"
"1978","Turkey","Total","Number",":"
"1978","Andorra","Total","Number",":"
"1978","Belarus","Total","Number",":"
"1978","Bosnia and Herzegovina","Total","Number","73 306"
"1978","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1978","Moldova","Total","Number",":"
"1978","Monaco","Total","Number",":"
"1978","Russia","Total","Number",":"
"1978","San Marino","Total","Number",":"
"1978","Ukraine","Total","Number",":"
"1978","Armenia","Total","Number",":"
"1978","Azerbaijan","Total","Number",":"
"1978","Georgia","Total","Number",":"
"1979","Belgium","Total","Number","123 825"
"1979","Bulgaria","Total","Number","135 358"
"1979","Czechia","Total","Number","172 112"
"1979","Denmark","Total","Number","59 464"
"1979","Germany including former GDR","Total","Number","817 217"
"1979","Estonia","Total","Number","21 879"
"1979","Ireland","Total","Number","72 539"
"1979","Greece","Total","Number","147 995"
"1979","Spain","Total","Number","601 992"
"1979","France","Total","Number",":"
"1979","France (metropolitan)","Total","Number","757 354"
"1979","Croatia","Total","Number","69 229"
"1979","Italy","Total","Number","670 221"
"1979","Cyprus","Total","Number","9 899"
"1979","Latvia","Total","Number","34 683"
"1979","Lithuania","Total","Number","51 937"
"1979","Luxembourg","Total","Number","4 078"
"1979","Hungary","Total","Number","160 364"
"1979","Malta","Total","Number","5 823"
"1979","Netherlands","Total","Number","174 979"
"1979","Austria","Total","Number","86 388"
"1979","Poland","Total","Number","691 229"
"1979","Portugal","Total","Number","160 311"
"1979","Romania","Total","Number","410 603"
"1979","Slovenia","Total","Number","30 604"
"1979","Slovakia","Total","Number","100 240"
"1979","Finland","Total","Number","63 428"
"1979","Sweden","Total","Number","96 255"
"1979","United Kingdom","Total","Number","734 572"
"1979","Iceland","Total","Number","4 475"
"1979","Liechtenstein","Total","Number","370"
"1979","Norway","Total","Number","51 580"
"1979","Switzerland","Total","Number","71 986"
"1979","Montenegro","Total","Number",":"
"1979","North Macedonia","Total","Number","39 407"
"1979","Albania","Total","Number","72 055"
"1979","Serbia","Total","Number",":"
"1979","Turkey","Total","Number",":"
"1979","Andorra","Total","Number",":"
"1979","Belarus","Total","Number",":"
"1979","Bosnia and Herzegovina","Total","Number","71 120"
"1979","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1979","Moldova","Total","Number",":"
"1979","Monaco","Total","Number",":"
"1979","Russia","Total","Number",":"
"1979","San Marino","Total","Number",":"
"1979","Ukraine","Total","Number",":"
"1979","Armenia","Total","Number",":"
"1979","Azerbaijan","Total","Number",":"
"1979","Georgia","Total","Number",":"
"1980","Belgium","Total","Number","124 398"
"1980","Bulgaria","Total","Number","128 190"
"1980","Czechia","Total","Number","153 801"
"1980","Denmark","Total","Number","57 293"
"1980","Germany including former GDR","Total","Number","865 789"
"1980","Estonia","Total","Number","22 204"
"1980","Ireland","Total","Number","74 064"
"1980","Greece","Total","Number","148 147"
"1980","Spain","Total","Number","571 018"
"1980","France","Total","Number",":"
"1980","France (metropolitan)","Total","Number","800 376"
"1980","Croatia","Total","Number","68 220"
"1980","Italy","Total","Number","640 401"
"1980","Cyprus","Total","Number","10 383"
"1980","Latvia","Total","Number","35 534"
"1980","Lithuania","Total","Number","51 765"
"1980","Luxembourg","Total","Number","4 169"
"1980","Hungary","Total","Number","148 673"
"1980","Malta","Total","Number","5 602"
"1980","Netherlands","Total","Number","181 294"
"1980","Austria","Total","Number","90 872"
"1980","Poland","Total","Number","695 759"
"1980","Portugal","Total","Number","158 352"
"1980","Romania","Total","Number","398 904"
"1980","Slovenia","Total","Number","29 902"
"1980","Slovakia","Total","Number","95 100"
"1980","Finland","Total","Number","63 064"
"1980","Sweden","Total","Number","97 064"
"1980","United Kingdom","Total","Number","753 708"
"1980","Iceland","Total","Number","4 528"
"1980","Liechtenstein","Total","Number","393"
"1980","Norway","Total","Number","51 039"
"1980","Switzerland","Total","Number","73 661"
"1980","Montenegro","Total","Number",":"
"1980","North Macedonia","Total","Number","39 784"
"1980","Albania","Total","Number","70 680"
"1980","Serbia","Total","Number",":"
"1980","Turkey","Total","Number",":"
"1980","Andorra","Total","Number",":"
"1980","Belarus","Total","Number",":"
"1980","Bosnia and Herzegovina","Total","Number","70 928"
"1980","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1980","Moldova","Total","Number",":"
"1980","Monaco","Total","Number",":"
"1980","Russia","Total","Number",":"
"1980","San Marino","Total","Number",":"
"1980","Ukraine","Total","Number",":"
"1980","Armenia","Total","Number",":"
"1980","Azerbaijan","Total","Number",":"
"1980","Georgia","Total","Number",":"
"1981","Belgium","Total","Number","123 792"
"1981","Bulgaria","Total","Number","124 372"
"1981","Czechia","Total","Number","144 438"
"1981","Denmark","Total","Number","53 089"
"1981","Germany including former GDR","Total","Number","862 100"
"1981","Estonia","Total","Number","22 937"
"1981","Ireland","Total","Number","72 158"
"1981","Greece","Total","Number","140 953"
"1981","Spain","Total","Number","533 008"
"1981","France","Total","Number",":"
"1981","France (metropolitan)","Total","Number","805 483"
"1981","Croatia","Total","Number","67 455"
"1981","Italy","Total","Number","623 103"
"1981","Cyprus","Total","Number","10 099"
"1981","Latvia","Total","Number","35 732"
"1981","Lithuania","Total","Number","52 249"
"1981","Luxembourg","Total","Number","4 414"
"1981","Hungary","Total","Number","142 890"
"1981","Malta","Total","Number","5 292"
"1981","Netherlands","Total","Number","178 569"
"1981","Austria","Total","Number","94 075"
"1981","Poland","Total","Number","681 657"
"1981","Portugal","Total","Number","152 102"
"1981","Romania","Total","Number","381 101"
"1981","Slovenia","Total","Number","29 220"
"1981","Slovakia","Total","Number","93 290"
"1981","Finland","Total","Number","63 469"
"1981","Sweden","Total","Number","94 065"
"1981","United Kingdom","Total","Number","730 836"
"1981","Iceland","Total","Number","4 345"
"1981","Liechtenstein","Total","Number","369"
"1981","Norway","Total","Number","50 708"
"1981","Switzerland","Total","Number","73 747"
"1981","Montenegro","Total","Number",":"
"1981","North Macedonia","Total","Number","39 488"
"1981","Albania","Total","Number",":"
"1981","Serbia","Total","Number",":"
"1981","Turkey","Total","Number",":"
"1981","Andorra","Total","Number",":"
"1981","Belarus","Total","Number",":"
"1981","Bosnia and Herzegovina","Total","Number","71 031"
"1981","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1981","Moldova","Total","Number",":"
"1981","Monaco","Total","Number",":"
"1981","Russia","Total","Number",":"
"1981","San Marino","Total","Number",":"
"1981","Ukraine","Total","Number",":"
"1981","Armenia","Total","Number",":"
"1981","Azerbaijan","Total","Number",":"
"1981","Georgia","Total","Number",":"
"1982","Belgium","Total","Number","120 241"
"1982","Bulgaria","Total","Number","124 166"
"1982","Czechia","Total","Number","141 738"
"1982","Denmark","Total","Number","52 658"
"1982","Germany including former GDR","Total","Number","861 275"
"1982","Estonia","Total","Number","23 128"
"1982","Ireland","Total","Number","70 843"
"1982","Greece","Total","Number","137 296"
"1982","Spain","Total","Number","515 706"
"1982","France","Total","Number",":"
"1982","France (metropolitan)","Total","Number","797 223"
"1982","Croatia","Total","Number","66 737"
"1982","Italy","Total","Number","619 097"
"1982","Cyprus","Total","Number","10 840"
"1982","Latvia","Total","Number","37 477"
"1982","Lithuania","Total","Number","53 141"
"1982","Luxembourg","Total","Number","4 300"
"1982","Hungary","Total","Number","133 559"
"1982","Malta","Total","Number","5 912"
"1982","Netherlands","Total","Number","172 071"
"1982","Austria","Total","Number","94 840"
"1982","Poland","Total","Number","705 356"
"1982","Portugal","Total","Number","151 029"
"1982","Romania","Total","Number","344 369"
"1982","Slovenia","Total","Number","28 894"
"1982","Slovakia","Total","Number","92 618"
"1982","Finland","Total","Number","66 106"
"1982","Sweden","Total","Number","92 748"
"1982","United Kingdom","Total","Number","719 155"
"1982","Iceland","Total","Number","4 337"
"1982","Liechtenstein","Total","Number","384"
"1982","Norway","Total","Number","51 245"
"1982","Switzerland","Total","Number","74 916"
"1982","Montenegro","Total","Number",":"
"1982","North Macedonia","Total","Number","39 789"
"1982","Albania","Total","Number","77 232"
"1982","Serbia","Total","Number",":"
"1982","Turkey","Total","Number",":"
"1982","Andorra","Total","Number",":"
"1982","Belarus","Total","Number",":"
"1982","Bosnia and Herzegovina","Total","Number","73 375"
"1982","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1982","Moldova","Total","Number",":"
"1982","Monaco","Total","Number",":"
"1982","Russia","Total","Number",":"
"1982","San Marino","Total","Number",":"
"1982","Ukraine","Total","Number",":"
"1982","Armenia","Total","Number",":"
"1982","Azerbaijan","Total","Number",":"
"1982","Georgia","Total","Number",":"
"1983","Belgium","Total","Number","117 145"
"1983","Bulgaria","Total","Number","122 993"
"1983","Czechia","Total","Number","137 431"
"1983","Denmark","Total","Number","50 822"
"1983","Germany including former GDR","Total","Number","827 933"
"1983","Estonia","Total","Number","24 155"
"1983","Ireland","Total","Number","67 117"
"1983","Greece","Total","Number","132 621"
"1983","Spain","Total","Number","485 352"
"1983","France","Total","Number",":"
"1983","France (metropolitan)","Total","Number","748 525"
"1983","Croatia","Total","Number","65 599"
"1983","Italy","Total","Number","601 928"
"1983","Cyprus","Total","Number","10 900"
"1983","Latvia","Total","Number","40 572"
"1983","Lithuania","Total","Number","57 589"
"1983","Luxembourg","Total","Number","4 185"
"1983","Hungary","Total","Number","127 258"
"1983","Malta","Total","Number","5 651"
"1983","Netherlands","Total","Number","170 246"
"1983","Austria","Total","Number","90 118"
"1983","Poland","Total","Number","723 605"
"1983","Portugal","Total","Number","144 327"
"1983","Romania","Total","Number","321 498"
"1983","Slovenia","Total","Number","27 200"
"1983","Slovakia","Total","Number","92 053"
"1983","Finland","Total","Number","66 892"
"1983","Sweden","Total","Number","91 780"
"1983","United Kingdom","Total","Number","721 467"
"1983","Iceland","Total","Number","4 371"
"1983","Liechtenstein","Total","Number","348"
"1983","Norway","Total","Number","49 937"
"1983","Switzerland","Total","Number","73 659"
"1983","Montenegro","Total","Number",":"
"1983","North Macedonia","Total","Number","39 210"
"1983","Albania","Total","Number","73 762"
"1983","Serbia","Total","Number",":"
"1983","Turkey","Total","Number",":"
"1983","Andorra","Total","Number",":"
"1983","Belarus","Total","Number",":"
"1983","Bosnia and Herzegovina","Total","Number","74 296"
"1983","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1983","Moldova","Total","Number",":"
"1983","Monaco","Total","Number",":"
"1983","Russia","Total","Number",":"
"1983","San Marino","Total","Number",":"
"1983","Ukraine","Total","Number",":"
"1983","Armenia","Total","Number",":"
"1983","Azerbaijan","Total","Number",":"
"1983","Georgia","Total","Number",":"
"1984","Belgium","Total","Number","115 651"
"1984","Bulgaria","Total","Number","122 303"
"1984","Czechia","Total","Number","136 941"
"1984","Denmark","Total","Number","51 800"
"1984","Germany including former GDR","Total","Number","812 292"
"1984","Estonia","Total","Number","24 234"
"1984","Ireland","Total","Number","64 062"
"1984","Greece","Total","Number","125 742"
"1984","Spain","Total","Number","473 281"
"1984","France","Total","Number",":"
"1984","France (metropolitan)","Total","Number","759 939"
"1984","Croatia","Total","Number","64 888"
"1984","Italy","Total","Number","587 871"
"1984","Cyprus","Total","Number","11 005"
"1984","Latvia","Total","Number","40 847"
"1984","Lithuania","Total","Number","57 576"
"1984","Luxembourg","Total","Number","4 192"
"1984","Hungary","Total","Number","125 359"
"1984","Malta","Total","Number","5 571"
"1984","Netherlands","Total","Number","174 436"
"1984","Austria","Total","Number","89 234"
"1984","Poland","Total","Number","701 720"
"1984","Portugal","Total","Number","142 805"
"1984","Romania","Total","Number","350 741"
"1984","Slovenia","Total","Number","26 274"
"1984","Slovakia","Total","Number","90 843"
"1984","Finland","Total","Number","65 076"
"1984","Sweden","Total","Number","93 889"
"1984","United Kingdom","Total","Number","729 617"
"1984","Iceland","Total","Number","4 113"
"1984","Liechtenstein","Total","Number","405"
"1984","Norway","Total","Number","50 274"
"1984","Switzerland","Total","Number","74 710"
"1984","Montenegro","Total","Number",":"
"1984","North Macedonia","Total","Number","38 861"
"1984","Albania","Total","Number","79 177"
"1984","Serbia","Total","Number",":"
"1984","Turkey","Total","Number",":"
"1984","Andorra","Total","Number",":"
"1984","Belarus","Total","Number",":"
"1984","Bosnia and Herzegovina","Total","Number","74 539"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1984","Moldova","Total","Number",":"
"1984","Monaco","Total","Number",":"
"1984","Russia","Total","Number",":"
"1984","San Marino","Total","Number",":"
"1984","Ukraine","Total","Number",":"
"1984","Armenia","Total","Number",":"
"1984","Azerbaijan","Total","Number",":"
"1984","Georgia","Total","Number",":"
"1985","Belgium","Total","Number","114 092"
"1985","Bulgaria","Total","Number","118 955"
"1985","Czechia","Total","Number","135 881"
"1985","Denmark","Total","Number","53 749"
"1985","Germany including former GDR","Total","Number","813 803"
"1985","Estonia","Total","Number","23 630"
"1985","Ireland","Total","Number","62 388"
"1985","Greece","Total","Number","116 495"
"1985","Spain","Total","Number","456 298"
"1985","France","Total","Number",":"
"1985","France (metropolitan)","Total","Number","768 431"
"1985","Croatia","Total","Number","62 665"
"1985","Italy","Total","Number","577 345"
"1985","Cyprus","Total","Number","10 568"
"1985","Latvia","Total","Number","39 751"
"1985","Lithuania","Total","Number","58 454"
"1985","Luxembourg","Total","Number","4 104"
"1985","Hungary","Total","Number","130 200"
"1985","Malta","Total","Number","5 430"
"1985","Netherlands","Total","Number","178 136"
"1985","Austria","Total","Number","87 440"
"1985","Poland","Total","Number","680 091"
"1985","Portugal","Total","Number","130 492"
"1985","Romania","Total","Number","358 797"
"1985","Slovenia","Total","Number","25 933"
"1985","Slovakia","Total","Number","90 155"
"1985","Finland","Total","Number","62 796"
"1985","Sweden","Total","Number","98 463"
"1985","United Kingdom","Total","Number","750 728"
"1985","Iceland","Total","Number","3 856"
"1985","Liechtenstein","Total","Number","373"
"1985","Norway","Total","Number","51 134"
"1985","Switzerland","Total","Number","74 684"
"1985","Montenegro","Total","Number",":"
"1985","North Macedonia","Total","Number","38 722"
"1985","Albania","Total","Number","77 535"
"1985","Serbia","Total","Number",":"
"1985","Turkey","Total","Number",":"
"1985","Andorra","Total","Number",":"
"1985","Belarus","Total","Number",":"
"1985","Bosnia and Herzegovina","Total","Number","72 722"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1985","Moldova","Total","Number",":"
"1985","Monaco","Total","Number",":"
"1985","Russia","Total","Number",":"
"1985","San Marino","Total","Number",":"
"1985","Ukraine","Total","Number",":"
"1985","Armenia","Total","Number",":"
"1985","Azerbaijan","Total","Number",":"
"1985","Georgia","Total","Number",":"
"1986","Belgium","Total","Number","117 114"
"1986","Bulgaria","Total","Number","120 078"
"1986","Czechia","Total","Number","133 356"
"1986","Denmark","Total","Number","55 312"
"1986","Germany including former GDR","Total","Number","848 232"
"1986","Estonia","Total","Number","24 106"
"1986","Ireland","Total","Number","61 620"
"1986","Greece","Total","Number","112 823"
"1986","Spain","Total","Number","438 750"
"1986","France","Total","Number",":"
"1986","France (metropolitan)","Total","Number","778 468"
"1986","Croatia","Total","Number","60 226"
"1986","Italy","Total","Number","555 445"
"1986","Cyprus","Total","Number","10 691"
"1986","Latvia","Total","Number","41 960"
"1986","Lithuania","Total","Number","59 705"
"1986","Luxembourg","Total","Number","4 309"
"1986","Hungary","Total","Number","128 204"
"1986","Malta","Total","Number","5 245"
"1986","Netherlands","Total","Number","184 513"
"1986","Austria","Total","Number","86 964"
"1986","Poland","Total","Number","637 213"
"1986","Portugal","Total","Number","126 748"
"1986","Romania","Total","Number","376 896"
"1986","Slovenia","Total","Number","25 570"
"1986","Slovakia","Total","Number","87 138"
"1986","Finland","Total","Number","60 632"
"1986","Sweden","Total","Number","101 950"
"1986","United Kingdom","Total","Number","754 982"
"1986","Iceland","Total","Number","3 981"
"1986","Liechtenstein","Total","Number","351"
"1986","Norway","Total","Number","52 514"
"1986","Switzerland","Total","Number","76 320"
"1986","Montenegro","Total","Number",":"
"1986","North Macedonia","Total","Number","38 234"
"1986","Albania","Total","Number","76 435"
"1986","Serbia","Total","Number",":"
"1986","Turkey","Total","Number",":"
"1986","Andorra","Total","Number",":"
"1986","Belarus","Total","Number",":"
"1986","Bosnia and Herzegovina","Total","Number","71 203"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1986","Moldova","Total","Number",":"
"1986","Monaco","Total","Number",":"
"1986","Russia","Total","Number",":"
"1986","San Marino","Total","Number",":"
"1986","Ukraine","Total","Number",":"
"1986","Armenia","Total","Number",":"
"1986","Azerbaijan","Total","Number",":"
"1986","Georgia","Total","Number",":"
"1987","Belgium","Total","Number","117 354"
"1987","Bulgaria","Total","Number","116 672"
"1987","Czechia","Total","Number","130 921"
"1987","Denmark","Total","Number","56 221"
"1987","Germany including former GDR","Total","Number","867 969"
"1987","Estonia","Total","Number","25 086"
"1987","Ireland","Total","Number","58 433"
"1987","Greece","Total","Number","106 401"
"1987","Spain","Total","Number","426 782"
"1987","France","Total","Number",":"
"1987","France (metropolitan)","Total","Number","767 828"
"1987","Croatia","Total","Number","59 209"
"1987","Italy","Total","Number","551 539"
"1987","Cyprus","Total","Number","10 337"
"1987","Latvia","Total","Number","42 135"
"1987","Lithuania","Total","Number","59 360"
"1987","Luxembourg","Total","Number","4 238"
"1987","Hungary","Total","Number","125 840"
"1987","Malta","Total","Number","5 314"
"1987","Netherlands","Total","Number","186 667"
"1987","Austria","Total","Number","86 589"
"1987","Poland","Total","Number","607 790"
"1987","Portugal","Total","Number","123 218"
"1987","Romania","Total","Number","383 199"
"1987","Slovenia","Total","Number","25 592"
"1987","Slovakia","Total","Number","84 006"
