"TIME","GEO","AGE","SEX","UNIT","Value"
"2015","France (metropolitan)","Total","Total","Number",":"
"2015","France (metropolitan)","Less than 15 years","Total","Number",":"
"2015","France (metropolitan)","From 15 to 64 years","Total","Number",":"
"2015","France (metropolitan)","65 years or over","Total","Number",":"
"2015","France (metropolitan)","Unknown","Total","Number",":"
"2015","Croatia","Total","Total","Number","4 225 316"
"2015","Croatia","Less than 15 years","Total","Number","621 050"
"2015","Croatia","From 15 to 64 years","Total","Number","2 809 119"
"2015","Croatia","65 years or over","Total","Number","795 147"
"2015","Croatia","Unknown","Total","Number","0"
"2015","Italy","Total","Total","Number","60 795 612"
"2015","Italy","Less than 15 years","Total","Number","8 383 122"
"2015","Italy","From 15 to 64 years","Total","Number","39 193 416"
"2015","Italy","65 years or over","Total","Number","13 219 074"
"2015","Italy","Unknown","Total","Number","0"
"2015","Cyprus","Total","Total","Number","847 008"
"2015","Cyprus","Less than 15 years","Total","Number","139 206"
"2015","Cyprus","From 15 to 64 years","Total","Number","584 081"
"2015","Cyprus","65 years or over","Total","Number","123 721"
"2015","Cyprus","Unknown","Total","Number","0"
"2015","Latvia","Total","Total","Number","1 986 096"
"2015","Latvia","Less than 15 years","Total","Number","297 720"
"2015","Latvia","From 15 to 64 years","Total","Number","1 303 300"
"2015","Latvia","65 years or over","Total","Number","385 076"
"2015","Latvia","Unknown","Total","Number","0"
"2015","Lithuania","Total","Total","Number","2 921 262"
"2015","Lithuania","Less than 15 years","Total","Number","425 462"
"2015","Lithuania","From 15 to 64 years","Total","Number","1 948 685"
"2015","Lithuania","65 years or over","Total","Number","547 115"
"2015","Lithuania","Unknown","Total","Number","0"
"2015","Luxembourg","Total","Total","Number","562 958"
"2015","Luxembourg","Less than 15 years","Total","Number","93 747"
"2015","Luxembourg","From 15 to 64 years","Total","Number","389 371"
"2015","Luxembourg","65 years or over","Total","Number","79 840"
"2015","Luxembourg","Unknown","Total","Number","0"
"2015","Hungary","Total","Total","Number","9 855 571"
"2015","Hungary","Less than 15 years","Total","Number","1 427 186"
"2015","Hungary","From 15 to 64 years","Total","Number","6 664 153"
"2015","Hungary","65 years or over","Total","Number","1 764 232"
"2015","Hungary","Unknown","Total","Number","0"
"2015","Malta","Total","Total","Number","439 691"
"2015","Malta","Less than 15 years","Total","Number","62 834"
"2015","Malta","From 15 to 64 years","Total","Number","297 052"
"2015","Malta","65 years or over","Total","Number","79 805"
"2015","Malta","Unknown","Total","Number","0"
"2015","Netherlands","Total","Total","Number","16 900 726"
"2015","Netherlands","Less than 15 years","Total","Number","2 827 066"
"2015","Netherlands","From 15 to 64 years","Total","Number","11 065 975"
"2015","Netherlands","65 years or over","Total","Number","3 007 685"
"2015","Netherlands","Unknown","Total","Number","0"
"2015","Austria","Total","Total","Number","8 584 926"
"2015","Austria","Less than 15 years","Total","Number","1 226 013"
"2015","Austria","From 15 to 64 years","Total","Number","5 774 985"
"2015","Austria","65 years or over","Total","Number","1 583 928"
"2015","Austria","Unknown","Total","Number","0"
"2015","Poland","Total","Total","Number","38 005 614"
"2015","Poland","Less than 15 years","Total","Number","5 714 790"
"2015","Poland","From 15 to 64 years","Total","Number","26 431 118"
"2015","Poland","65 years or over","Total","Number","5 859 706"
"2015","Poland","Unknown","Total","Number","0"
"2015","Portugal","Total","Total","Number","10 374 822"
"2015","Portugal","Less than 15 years","Total","Number","1 490 241"
"2015","Portugal","From 15 to 64 years","Total","Number","6 779 414"
"2015","Portugal","65 years or over","Total","Number","2 105 167"
"2015","Portugal","Unknown","Total","Number","0"
"2015","Romania","Total","Total","Number","19 870 647"
"2015","Romania","Less than 15 years","Total","Number","3 081 084"
"2015","Romania","From 15 to 64 years","Total","Number","13 414 063"
"2015","Romania","65 years or over","Total","Number","3 375 500"
"2015","Romania","Unknown","Total","Number","0"
"2015","Slovenia","Total","Total","Number","2 062 874"
"2015","Slovenia","Less than 15 years","Total","Number","304 310"
"2015","Slovenia","From 15 to 64 years","Total","Number","1 389 178"
"2015","Slovenia","65 years or over","Total","Number","369 386"
"2015","Slovenia","Unknown","Total","Number","0"
"2015","Slovakia","Total","Total","Number","5 421 349"
"2015","Slovakia","Less than 15 years","Total","Number","830 181"
"2015","Slovakia","From 15 to 64 years","Total","Number","3 834 289"
"2015","Slovakia","65 years or over","Total","Number","756 879"
"2015","Slovakia","Unknown","Total","Number","0"
"2015","Finland","Total","Total","Number","5 471 753"
"2015","Finland","Less than 15 years","Total","Number","896 608"
"2015","Finland","From 15 to 64 years","Total","Number","3 483 757"
"2015","Finland","65 years or over","Total","Number","1 091 388"
"2015","Finland","Unknown","Total","Number","0"
"2015","Sweden","Total","Total","Number","9 747 355"
"2015","Sweden","Less than 15 years","Total","Number","1 682 033"
"2015","Sweden","From 15 to 64 years","Total","Number","6 152 438"
"2015","Sweden","65 years or over","Total","Number","1 912 884"
"2015","Sweden","Unknown","Total","Number","0"
"2015","United Kingdom","Total","Total","Number","64 853 393"
"2015","United Kingdom","Less than 15 years","Total","Number","11 469 164"
"2015","United Kingdom","From 15 to 64 years","Total","Number","41 875 267"
"2015","United Kingdom","65 years or over","Total","Number","11 508 962"
"2015","United Kingdom","Unknown","Total","Number","0"
"2015","Iceland","Total","Total","Number","329 100"
"2015","Iceland","Less than 15 years","Total","Number","67 002"
"2015","Iceland","From 15 to 64 years","Total","Number","217 557"
"2015","Iceland","65 years or over","Total","Number","44 541"
"2015","Iceland","Unknown","Total","Number","0"
"2015","Liechtenstein","Total","Total","Number","37 366"
"2015","Liechtenstein","Less than 15 years","Total","Number","5 649"
"2015","Liechtenstein","From 15 to 64 years","Total","Number","25 743"
"2015","Liechtenstein","65 years or over","Total","Number","5 974"
"2015","Liechtenstein","Unknown","Total","Number","0"
"2015","Norway","Total","Total","Number","5 166 493"
"2015","Norway","Less than 15 years","Total","Number","932 536"
"2015","Norway","From 15 to 64 years","Total","Number","3 399 645"
"2015","Norway","65 years or over","Total","Number","834 312"
"2015","Norway","Unknown","Total","Number","0"
"2015","Switzerland","Total","Total","Number","8 237 666"
"2015","Switzerland","Less than 15 years","Total","Number","1 224 981"
"2015","Switzerland","From 15 to 64 years","Total","Number","5 547 120"
"2015","Switzerland","65 years or over","Total","Number","1 465 565"
"2015","Switzerland","Unknown","Total","Number","0"
"2015","Montenegro","Total","Total","Number","622 099"
"2015","Montenegro","Less than 15 years","Total","Number","115 004"
"2015","Montenegro","From 15 to 64 years","Total","Number","422 037"
"2015","Montenegro","65 years or over","Total","Number","85 058"
"2015","Montenegro","Unknown","Total","Number","0"
"2015","North Macedonia","Total","Total","Number","2 069 172"
"2015","North Macedonia","Less than 15 years","Total","Number","347 644"
"2015","North Macedonia","From 15 to 64 years","Total","Number","1 459 086"
"2015","North Macedonia","65 years or over","Total","Number","262 134"
"2015","North Macedonia","Unknown","Total","Number","308"
"2015","Albania","Total","Total","Number","2 885 796"
"2015","Albania","Less than 15 years","Total","Number","548 706"
"2015","Albania","From 15 to 64 years","Total","Number","1 977 828"
"2015","Albania","65 years or over","Total","Number","359 262"
"2015","Albania","Unknown","Total","Number","0"
"2015","Serbia","Total","Total","Number","7 114 393"
"2015","Serbia","Less than 15 years","Total","Number","1 023 354"
"2015","Serbia","From 15 to 64 years","Total","Number","4 776 801"
"2015","Serbia","65 years or over","Total","Number","1 314 238"
"2015","Serbia","Unknown","Total","Number","0"
"2015","Turkey","Total","Total","Number","77 695 904"
"2015","Turkey","Less than 15 years","Total","Number","18 862 430"
"2015","Turkey","From 15 to 64 years","Total","Number","52 640 512"
"2015","Turkey","65 years or over","Total","Number","6 192 962"
"2015","Turkey","Unknown","Total","Number","0"
"2015","Andorra","Total","Total","Number",":"
"2015","Andorra","Less than 15 years","Total","Number",":"
"2015","Andorra","From 15 to 64 years","Total","Number",":"
"2015","Andorra","65 years or over","Total","Number",":"
"2015","Andorra","Unknown","Total","Number",":"
"2015","Belarus","Total","Total","Number","9 480 868"
"2015","Belarus","Less than 15 years","Total","Number","1 518 669"
"2015","Belarus","From 15 to 64 years","Total","Number","6 613 355"
"2015","Belarus","65 years or over","Total","Number","1 348 844"
"2015","Belarus","Unknown","Total","Number","0"
"2015","Bosnia and Herzegovina","Total","Total","Number",":"
"2015","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"2015","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"2015","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"2015","Bosnia and Herzegovina","Unknown","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"2015","Moldova","Total","Total","Number","3 555 159"
"2015","Moldova","Less than 15 years","Total","Number","567 871"
"2015","Moldova","From 15 to 64 years","Total","Number","2 619 608"
"2015","Moldova","65 years or over","Total","Number","367 680"
"2015","Moldova","Unknown","Total","Number","0"
"2015","Monaco","Total","Total","Number",":"
"2015","Monaco","Less than 15 years","Total","Number",":"
"2015","Monaco","From 15 to 64 years","Total","Number",":"
"2015","Monaco","65 years or over","Total","Number",":"
"2015","Monaco","Unknown","Total","Number",":"
"2015","Russia","Total","Total","Number",":"
"2015","Russia","Less than 15 years","Total","Number",":"
"2015","Russia","From 15 to 64 years","Total","Number",":"
"2015","Russia","65 years or over","Total","Number",":"
"2015","Russia","Unknown","Total","Number","0"
"2015","San Marino","Total","Total","Number",":"
"2015","San Marino","Less than 15 years","Total","Number",":"
"2015","San Marino","From 15 to 64 years","Total","Number",":"
"2015","San Marino","65 years or over","Total","Number",":"
"2015","San Marino","Unknown","Total","Number",":"
"2015","Ukraine","Total","Total","Number","42 759 661"
"2015","Ukraine","Less than 15 years","Total","Number","6 449 171"
"2015","Ukraine","From 15 to 64 years","Total","Number","29 634 710"
"2015","Ukraine","65 years or over","Total","Number","6 675 780"
"2015","Ukraine","Unknown","Total","Number","0"
"2015","Armenia","Total","Total","Number","3 010 598"
"2015","Armenia","Less than 15 years","Total","Number","582 592"
"2015","Armenia","From 15 to 64 years","Total","Number","2 104 872"
"2015","Armenia","65 years or over","Total","Number","323 134"
"2015","Armenia","Unknown","Total","Number","0"
"2015","Azerbaijan","Total","Total","Number","9 593 038"
"2015","Azerbaijan","Less than 15 years","Total","Number","2 152 698"
"2015","Azerbaijan","From 15 to 64 years","Total","Number","6 869 552"
"2015","Azerbaijan","65 years or over","Total","Number","570 788"
"2015","Azerbaijan","Unknown","Total","Number","0"
"2015","Georgia","Total","Total","Number","3 729 500"
"2015","Georgia","Less than 15 years","Total","Number","649 100"
"2015","Georgia","From 15 to 64 years","Total","Number","2 561 300"
"2015","Georgia","65 years or over","Total","Number","519 100"
"2015","Georgia","Unknown","Total","Number","0"
"2016","Belgium","Total","Total","Number","11 311 117"
"2016","Belgium","Less than 15 years","Total","Number","1 921 342"
"2016","Belgium","From 15 to 64 years","Total","Number","7 326 873"
"2016","Belgium","65 years or over","Total","Number","2 062 902"
"2016","Belgium","Unknown","Total","Number","0"
"2016","Bulgaria","Total","Total","Number","7 153 784"
"2016","Bulgaria","Less than 15 years","Total","Number","998 206"
"2016","Bulgaria","From 15 to 64 years","Total","Number","4 693 792"
"2016","Bulgaria","65 years or over","Total","Number","1 461 786"
"2016","Bulgaria","Unknown","Total","Number","0"
"2016","Czechia","Total","Total","Number","10 553 843"
"2016","Czechia","Less than 15 years","Total","Number","1 623 716"
"2016","Czechia","From 15 to 64 years","Total","Number","6 997 715"
"2016","Czechia","65 years or over","Total","Number","1 932 412"
"2016","Czechia","Unknown","Total","Number","0"
"2016","Denmark","Total","Total","Number","5 707 251"
"2016","Denmark","Less than 15 years","Total","Number","960 274"
"2016","Denmark","From 15 to 64 years","Total","Number","3 672 555"
"2016","Denmark","65 years or over","Total","Number","1 074 422"
"2016","Denmark","Unknown","Total","Number","0"
"2016","Germany including former GDR","Total","Total","Number","82 175 684"
"2016","Germany including former GDR","Less than 15 years","Total","Number","10 881 126"
"2016","Germany including former GDR","From 15 to 64 years","Total","Number","53 994 380"
"2016","Germany including former GDR","65 years or over","Total","Number","17 300 178"
"2016","Germany including former GDR","Unknown","Total","Number","0"
"2016","Estonia","Total","Total","Number","1 315 944"
"2016","Estonia","Less than 15 years","Total","Number","211 445"
"2016","Estonia","From 15 to 64 years","Total","Number","854 174"
"2016","Estonia","65 years or over","Total","Number","250 325"
"2016","Estonia","Unknown","Total","Number","0"
"2016","Ireland","Total","Total","Number","4 726 286"
"2016","Ireland","Less than 15 years","Total","Number","1 004 504"
"2016","Ireland","From 15 to 64 years","Total","Number","3 097 263"
"2016","Ireland","65 years or over","Total","Number","624 519"
"2016","Ireland","Unknown","Total","Number","0"
"2016","Greece","Total","Total","Number","10 783 748"
"2016","Greece","Less than 15 years","Total","Number","1 556 763"
"2016","Greece","From 15 to 64 years","Total","Number","6 934 132"
"2016","Greece","65 years or over","Total","Number","2 292 853"
"2016","Greece","Unknown","Total","Number","0"
"2016","Spain","Total","Total","Number","46 440 099"
"2016","Spain","Less than 15 years","Total","Number","7 025 400"
"2016","Spain","From 15 to 64 years","Total","Number","30 720 535"
"2016","Spain","65 years or over","Total","Number","8 694 164"
"2016","Spain","Unknown","Total","Number","0"
"2016","France","Total","Total","Number","66 638 391"
"2016","France","Less than 15 years","Total","Number","12 283 435"
"2016","France","From 15 to 64 years","Total","Number","41 788 201"
"2016","France","65 years or over","Total","Number","12 566 755"
"2016","France","Unknown","Total","Number","0"
"2016","France (metropolitan)","Total","Total","Number",":"
"2016","France (metropolitan)","Less than 15 years","Total","Number",":"
"2016","France (metropolitan)","From 15 to 64 years","Total","Number",":"
"2016","France (metropolitan)","65 years or over","Total","Number",":"
"2016","France (metropolitan)","Unknown","Total","Number",":"
"2016","Croatia","Total","Total","Number","4 190 669"
"2016","Croatia","Less than 15 years","Total","Number","611 472"
"2016","Croatia","From 15 to 64 years","Total","Number","2 774 312"
"2016","Croatia","65 years or over","Total","Number","804 885"
"2016","Croatia","Unknown","Total","Number","0"
"2016","Italy","Total","Total","Number","60 665 551"
"2016","Italy","Less than 15 years","Total","Number","8 281 859"
"2016","Italy","From 15 to 64 years","Total","Number","39 013 938"
"2016","Italy","65 years or over","Total","Number","13 369 754"
"2016","Italy","Unknown","Total","Number","0"
"2016","Cyprus","Total","Total","Number","848 319"
"2016","Cyprus","Less than 15 years","Total","Number","139 538"
"2016","Cyprus","From 15 to 64 years","Total","Number","580 541"
"2016","Cyprus","65 years or over","Total","Number","128 240"
"2016","Cyprus","Unknown","Total","Number","0"
"2016","Latvia","Total","Total","Number","1 968 957"
"2016","Latvia","Less than 15 years","Total","Number","300 260"
"2016","Latvia","From 15 to 64 years","Total","Number","1 282 112"
"2016","Latvia","65 years or over","Total","Number","386 585"
"2016","Latvia","Unknown","Total","Number","0"
"2016","Lithuania","Total","Total","Number","2 888 558"
"2016","Lithuania","Less than 15 years","Total","Number","423 747"
"2016","Lithuania","From 15 to 64 years","Total","Number","1 916 284"
"2016","Lithuania","65 years or over","Total","Number","548 527"
"2016","Lithuania","Unknown","Total","Number","0"
"2016","Luxembourg","Total","Total","Number","576 249"
"2016","Luxembourg","Less than 15 years","Total","Number","94 891"
"2016","Luxembourg","From 15 to 64 years","Total","Number","399 401"
"2016","Luxembourg","65 years or over","Total","Number","81 957"
"2016","Luxembourg","Unknown","Total","Number","0"
"2016","Hungary","Total","Total","Number","9 830 485"
"2016","Hungary","Less than 15 years","Total","Number","1 424 448"
"2016","Hungary","From 15 to 64 years","Total","Number","6 609 458"
"2016","Hungary","65 years or over","Total","Number","1 796 579"
"2016","Hungary","Unknown","Total","Number","0"
"2016","Malta","Total","Total","Number","450 415"
"2016","Malta","Less than 15 years","Total","Number","63 827"
"2016","Malta","From 15 to 64 years","Total","Number","303 273"
"2016","Malta","65 years or over","Total","Number","83 315"
"2016","Malta","Unknown","Total","Number","0"
"2016","Netherlands","Total","Total","Number","16 979 120"
"2016","Netherlands","Less than 15 years","Total","Number","2 799 772"
"2016","Netherlands","From 15 to 64 years","Total","Number","11 094 040"
"2016","Netherlands","65 years or over","Total","Number","3 085 308"
"2016","Netherlands","Unknown","Total","Number","0"
"2016","Austria","Total","Total","Number","8 700 471"
"2016","Austria","Less than 15 years","Total","Number","1 246 847"
"2016","Austria","From 15 to 64 years","Total","Number","5 848 657"
"2016","Austria","65 years or over","Total","Number","1 604 967"
"2016","Austria","Unknown","Total","Number","0"
"2016","Poland","Total","Total","Number","37 967 209"
"2016","Poland","Less than 15 years","Total","Number","5 708 855"
"2016","Poland","From 15 to 64 years","Total","Number","26 198 877"
"2016","Poland","65 years or over","Total","Number","6 059 477"
"2016","Poland","Unknown","Total","Number","0"
"2016","Portugal","Total","Total","Number","10 341 330"
"2016","Portugal","Less than 15 years","Total","Number","1 460 832"
"2016","Portugal","From 15 to 64 years","Total","Number","6 739 674"
"2016","Portugal","65 years or over","Total","Number","2 140 824"
"2016","Portugal","Unknown","Total","Number","0"
"2016","Romania","Total","Total","Number","19 760 585"
"2016","Romania","Less than 15 years","Total","Number","3 066 712"
"2016","Romania","From 15 to 64 years","Total","Number","13 258 418"
"2016","Romania","65 years or over","Total","Number","3 435 455"
"2016","Romania","Unknown","Total","Number","0"
"2016","Slovenia","Total","Total","Number","2 064 188"
"2016","Slovenia","Less than 15 years","Total","Number","306 390"
"2016","Slovenia","From 15 to 64 years","Total","Number","1 377 696"
"2016","Slovenia","65 years or over","Total","Number","380 102"
"2016","Slovenia","Unknown","Total","Number","0"
"2016","Slovakia","Total","Total","Number","5 426 252"
"2016","Slovakia","Less than 15 years","Total","Number","832 043"
"2016","Slovakia","From 15 to 64 years","Total","Number","3 810 273"
"2016","Slovakia","65 years or over","Total","Number","783 936"
"2016","Slovakia","Unknown","Total","Number","0"
"2016","Finland","Total","Total","Number","5 487 308"
"2016","Finland","Less than 15 years","Total","Number","896 023"
"2016","Finland","From 15 to 64 years","Total","Number","3 468 182"
"2016","Finland","65 years or over","Total","Number","1 123 103"
"2016","Finland","Unknown","Total","Number","0"
"2016","Sweden","Total","Total","Number","9 851 017"
"2016","Sweden","Less than 15 years","Total","Number","1 717 143"
"2016","Sweden","From 15 to 64 years","Total","Number","6 186 647"
"2016","Sweden","65 years or over","Total","Number","1 947 227"
"2016","Sweden","Unknown","Total","Number","0"
"2016","United Kingdom","Total","Total","Number","65 379 044"
"2016","United Kingdom","Less than 15 years","Total","Number","11 603 820"
"2016","United Kingdom","From 15 to 64 years","Total","Number","42 062 632"
"2016","United Kingdom","65 years or over","Total","Number","11 712 592"
"2016","United Kingdom","Unknown","Total","Number","0"
"2016","Iceland","Total","Total","Number","332 529"
"2016","Iceland","Less than 15 years","Total","Number","66 540"
"2016","Iceland","From 15 to 64 years","Total","Number","219 916"
"2016","Iceland","65 years or over","Total","Number","46 073"
"2016","Iceland","Unknown","Total","Number","0"
"2016","Liechtenstein","Total","Total","Number","37 622"
"2016","Liechtenstein","Less than 15 years","Total","Number","5 610"
"2016","Liechtenstein","From 15 to 64 years","Total","Number","25 813"
"2016","Liechtenstein","65 years or over","Total","Number","6 199"
"2016","Liechtenstein","Unknown","Total","Number","0"
"2016","Norway","Total","Total","Number","5 210 721"
"2016","Norway","Less than 15 years","Total","Number","933 600"
"2016","Norway","From 15 to 64 years","Total","Number","3 422 208"
"2016","Norway","65 years or over","Total","Number","854 913"
"2016","Norway","Unknown","Total","Number","0"
"2016","Switzerland","Total","Total","Number","8 327 126"
"2016","Switzerland","Less than 15 years","Total","Number","1 236 792"
"2016","Switzerland","From 15 to 64 years","Total","Number","5 595 282"
"2016","Switzerland","65 years or over","Total","Number","1 495 052"
"2016","Switzerland","Unknown","Total","Number","0"
"2016","Montenegro","Total","Total","Number","622 218"
"2016","Montenegro","Less than 15 years","Total","Number","114 108"
"2016","Montenegro","From 15 to 64 years","Total","Number","420 593"
"2016","Montenegro","65 years or over","Total","Number","87 517"
"2016","Montenegro","Unknown","Total","Number","0"
"2016","North Macedonia","Total","Total","Number","2 071 278"
"2016","North Macedonia","Less than 15 years","Total","Number","344 909"
"2016","North Macedonia","From 15 to 64 years","Total","Number","1 457 092"
"2016","North Macedonia","65 years or over","Total","Number","268 997"
"2016","North Macedonia","Unknown","Total","Number","280"
"2016","Albania","Total","Total","Number","2 875 592"
"2016","Albania","Less than 15 years","Total","Number","531 607"
"2016","Albania","From 15 to 64 years","Total","Number","1 976 078"
"2016","Albania","65 years or over","Total","Number","367 907"
"2016","Albania","Unknown","Total","Number","0"
"2016","Serbia","Total","Total","Number","7 076 372"
"2016","Serbia","Less than 15 years","Total","Number","1 020 693"
"2016","Serbia","From 15 to 64 years","Total","Number","4 712 261"
"2016","Serbia","65 years or over","Total","Number","1 343 418"
"2016","Serbia","Unknown","Total","Number","0"
"2016","Turkey","Total","Total","Number","78 741 053"
"2016","Turkey","Less than 15 years","Total","Number","18 886 220"
"2016","Turkey","From 15 to 64 years","Total","Number","53 359 594"
"2016","Turkey","65 years or over","Total","Number","6 495 239"
"2016","Turkey","Unknown","Total","Number","0"
"2016","Andorra","Total","Total","Number",":"
"2016","Andorra","Less than 15 years","Total","Number",":"
"2016","Andorra","From 15 to 64 years","Total","Number",":"
"2016","Andorra","65 years or over","Total","Number",":"
"2016","Andorra","Unknown","Total","Number",":"
"2016","Belarus","Total","Total","Number","9 498 364"
"2016","Belarus","Less than 15 years","Total","Number","1 549 332"
"2016","Belarus","From 15 to 64 years","Total","Number","6 577 321"
"2016","Belarus","65 years or over","Total","Number","1 371 711"
"2016","Belarus","Unknown","Total","Number","0"
"2016","Bosnia and Herzegovina","Total","Total","Number",":"
"2016","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"2016","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"2016","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"2016","Bosnia and Herzegovina","Unknown","Total","Number",":"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1 771 604"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number","483 027"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number","1 162 438"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number","126 139"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number","0"
"2016","Moldova","Total","Total","Number",":"
"2016","Moldova","Less than 15 years","Total","Number",":"
"2016","Moldova","From 15 to 64 years","Total","Number",":"
"2016","Moldova","65 years or over","Total","Number",":"
"2016","Moldova","Unknown","Total","Number",":"
"2016","Monaco","Total","Total","Number",":"
"2016","Monaco","Less than 15 years","Total","Number",":"
"2016","Monaco","From 15 to 64 years","Total","Number",":"
"2016","Monaco","65 years or over","Total","Number",":"
"2016","Monaco","Unknown","Total","Number",":"
"2016","Russia","Total","Total","Number",":"
"2016","Russia","Less than 15 years","Total","Number",":"
"2016","Russia","From 15 to 64 years","Total","Number",":"
"2016","Russia","65 years or over","Total","Number",":"
"2016","Russia","Unknown","Total","Number",":"
"2016","San Marino","Total","Total","Number",":"
"2016","San Marino","Less than 15 years","Total","Number",":"
"2016","San Marino","From 15 to 64 years","Total","Number",":"
"2016","San Marino","65 years or over","Total","Number",":"
"2016","San Marino","Unknown","Total","Number",":"
"2016","Ukraine","Total","Total","Number","42 590 879"
"2016","Ukraine","Less than 15 years","Total","Number","6 494 293"
"2016","Ukraine","From 15 to 64 years","Total","Number","29 327 724"
"2016","Ukraine","65 years or over","Total","Number","6 768 862"
"2016","Ukraine","Unknown","Total","Number","0"
"2016","Armenia","Total","Total","Number","2 998 577"
"2016","Armenia","Less than 15 years","Total","Number","588 848"
"2016","Armenia","From 15 to 64 years","Total","Number","2 081 399"
"2016","Armenia","65 years or over","Total","Number","328 330"
"2016","Armenia","Unknown","Total","Number","0"
"2016","Azerbaijan","Total","Total","Number","9 705 643"
"2016","Azerbaijan","Less than 15 years","Total","Number","2 186 840"
"2016","Azerbaijan","From 15 to 64 years","Total","Number","6 921 261"
"2016","Azerbaijan","65 years or over","Total","Number","597 542"
"2016","Azerbaijan","Unknown","Total","Number","0"
"2016","Georgia","Total","Total","Number","3 720 400"
"2016","Georgia","Less than 15 years","Total","Number","710 200"
"2016","Georgia","From 15 to 64 years","Total","Number","2 475 700"
"2016","Georgia","65 years or over","Total","Number","534 500"
"2016","Georgia","Unknown","Total","Number","0"
"2017","Belgium","Total","Total","Number","11 351 727"
"2017","Belgium","Less than 15 years","Total","Number","1 927 820"
"2017","Belgium","From 15 to 64 years","Total","Number","7 328 664"
"2017","Belgium","65 years or over","Total","Number","2 095 243"
"2017","Belgium","Unknown","Total","Number","0"
"2017","Bulgaria","Total","Total","Number","7 101 859"
"2017","Bulgaria","Less than 15 years","Total","Number","1 001 019"
"2017","Bulgaria","From 15 to 64 years","Total","Number","4 628 724"
"2017","Bulgaria","65 years or over","Total","Number","1 472 116"
"2017","Bulgaria","Unknown","Total","Number","0"
"2017","Czechia","Total","Total","Number","10 578 820"
"2017","Czechia","Less than 15 years","Total","Number","1 647 275"
"2017","Czechia","From 15 to 64 years","Total","Number","6 942 623"
"2017","Czechia","65 years or over","Total","Number","1 988 922"
"2017","Czechia","Unknown","Total","Number","0"
"2017","Denmark","Total","Total","Number","5 748 769"
"2017","Denmark","Less than 15 years","Total","Number","961 568"
"2017","Denmark","From 15 to 64 years","Total","Number","3 692 029"
"2017","Denmark","65 years or over","Total","Number","1 095 172"
"2017","Denmark","Unknown","Total","Number","0"
"2017","Germany including former GDR","Total","Total","Number","82 521 653"
"2017","Germany including former GDR","Less than 15 years","Total","Number","11 048 568"
"2017","Germany including former GDR","From 15 to 64 years","Total","Number","53 963 380"
"2017","Germany including former GDR","65 years or over","Total","Number","17 509 705"
"2017","Germany including former GDR","Unknown","Total","Number","0"
"2017","Estonia","Total","Total","Number","1 315 635"
"2017","Estonia","Less than 15 years","Total","Number","213 609"
"2017","Estonia","From 15 to 64 years","Total","Number","847 552"
"2017","Estonia","65 years or over","Total","Number","254 474"
"2017","Estonia","Unknown","Total","Number","0"
"2017","Ireland","Total","Total","Number","4 784 383"
"2017","Ireland","Less than 15 years","Total","Number","1 008 455"
"2017","Ireland","From 15 to 64 years","Total","Number","3 129 411"
"2017","Ireland","65 years or over","Total","Number","646 517"
"2017","Ireland","Unknown","Total","Number","0"
"2017","Greece","Total","Total","Number","10 768 193"
"2017","Greece","Less than 15 years","Total","Number","1 554 669"
"2017","Greece","From 15 to 64 years","Total","Number","6 893 783"
"2017","Greece","65 years or over","Total","Number","2 319 741"
"2017","Greece","Unknown","Total","Number","0"
"2017","Spain","Total","Total","Number","46 528 024"
"2017","Spain","Less than 15 years","Total","Number","7 005 179"
"2017","Spain","From 15 to 64 years","Total","Number","30 700 225"
"2017","Spain","65 years or over","Total","Number","8 822 620"
"2017","Spain","Unknown","Total","Number","0"
"2017","France","Total","Total","Number","66 809 816"
"2017","France","Less than 15 years","Total","Number","12 221 809"
"2017","France","From 15 to 64 years","Total","Number","41 700 220"
"2017","France","65 years or over","Total","Number","12 887 787"
"2017","France","Unknown","Total","Number","0"
"2017","France (metropolitan)","Total","Total","Number",":"
"2017","France (metropolitan)","Less than 15 years","Total","Number",":"
"2017","France (metropolitan)","From 15 to 64 years","Total","Number",":"
"2017","France (metropolitan)","65 years or over","Total","Number",":"
"2017","France (metropolitan)","Unknown","Total","Number",":"
